model,material,n_cases,mean_travel_time_ms,std_travel_time_ms,mean_max_displacement,std_max_displacement,mean_max_temperature_perturbation,std_max_temperature_perturbation,mean_magnitude,std_magnitude
fno,basalt,23,1.2382266086956522,0.2324456487646363,66372.78498641304,1.2111342159804712,119227.28057065218,0.7303592188332922,71745.04251565217,1.1281038348268653
fno,sandstone,17,1.370064705882353,0.3003015371057824,66372.9278492647,0.9701017904932249,119227.28492647059,0.5961935586641197,71745.17942764706,0.8892934410830351
mgn,basalt,23,2.0730092173913044,0.6515138766045346,0.0020457988139241,0.0,3.21051025390625,0.0,1.0,0.0
mgn,sandstone,17,2.4524176470588235,0.7424293618289506,0.0020457988139241,0.0,3.21051025390625,0.0,1.0,0.0
pinn,basalt,23,0.08451039130434783,0.014982189040017819,1.6846652173913043e-05,3.8700565136664766e-06,0.176955,0.13557234249285507,0.03564660869565217,0.0005666497025283726
pinn,sandstone,17,0.08555864705882353,0.015784615163748753,1.6323176470588233e-05,4.092069192891509e-06,0.16941123529411764,0.12510363522622425,0.04046811764705882,0.0005069516597212383
transformer,basalt,23,0.10506713043478261,0.018367226804344015,0.001585120608695652,1.0080309926902234e-08,372.8219750869565,10.164087149560093,1.0,0.0
transformer,sandstone,17,0.10916188235294116,0.019148644935354935,0.001345455294117647,2.3255220049675016e-06,733.6036736470587,0.3142404070162577,1.0,0.0
