epoch,learning_rate,train_loss,train_mae,train_relative_l2,train_rmse,val_loss,val_mae,val_relative_l2,val_rmse
221,0.001,401587385139.2,307387.17,66347.3825,633583.0825,398523629568.0,306529.1586538461,88932.97956730769,631092.9567307692
222,0.001,402683867955.2,307812.72875,72271.5203125,634478.1225,398496916086.1539,306515.46153846156,88920.75360576923,631071.2307692308
223,0.001,402658654945.28,307809.085,65227.53625,634460.9225,398511124795.0769,306514.8798076923,88889.96875,631081.0673076923
224,0.001,401822234705.92,307476.67125,69590.46125,633796.635,398530460435.6923,306513.7860576923,88859.85817307692,631095.2259615385
225,0.001,403087977349.12,307971.6725,71909.754375,634787.495,398518366523.0769,306511.1875,88838.85576923077,631084.6490384615
226,0.001,401241244958.72,307184.4775,65263.214375,633317.4125,398537593777.2308,306517.73076923075,88841.66225961539,631100.0769230769
227,0.001,400124747448.32,306743.6525,70902.4459375,632424.365,398479566690.46155,306498.78125,88852.04326923077,631054.4903846154
228,0.001,401662387159.04,307415.1475,62039.9359375,633697.55,398343728206.7692,306470.5096153846,88892.625,630948.3269230769
229,0.001,401652260536.32,307373.7125,65007.6128125,633648.53,398366015488.0,306472.25,88863.09375,630964.7884615385
230,0.001,400402627952.64,306885.13,72053.589375,632691.945,398258980076.3077,306431.0096153846,88846.18028846153,630878.9519230769
231,0.001,403167112069.12,307990.3775,62472.9125,634867.405,398234552792.61536,306422.6466346154,88839.64543269231,630859.2884615385
232,0.001,403529070018.56,308152.40875,61764.7446875,635156.2175,398317765868.3077,306435.09375,88811.41225961539,630924.2548076923
233,0.001,398387259637.76,306039.42,67401.7321875,631079.3275,398354740775.38464,306450.4375,88813.80889423077,630953.7644230769
234,0.001,401539045785.6,307309.35,61689.8465625,633593.26,398309125198.7692,306446.73076923075,88855.66706730769,630919.4423076923
235,0.001,401634425569.28,307409.975,62352.995625,633655.8375,398341510065.2308,306454.5,88852.43149038461,630945.0961538461
236,0.001,402389569372.16,307694.9875,69037.563125,634224.4425,398331470454.1539,306450.69471153844,88847.87139423077,630936.9711538461
237,0.001,400303228190.72,306840.39,61755.609375,632616.3025,398202787997.53845,306405.3076923077,88835.07451923077,630834.0673076923
238,0.001,402095241953.28,307570.68125,61646.1075,634043.6475,398162001920.0,306405.91346153844,88839.62980769231,630801.8557692308
239,0.001,402112269516.8,307592.50375,61901.2346875,634036.8075,398228261336.61536,306415.8028846154,88799.52884615384,630852.7596153846
240,0.001,402739823902.72,307828.2175,67797.5475,634502.195,398229456108.3077,306401.1201923077,88752.36658653847,630851.4759615385
241,0.001,402025422520.32,307554.4875,65640.518125,633947.06,398233385747.6923,306413.67548076925,88779.30168269231,630856.0240384615
242,0.001,403344132669.44,308060.555,62089.8303125,635018.5375,398301301208.61536,306431.23557692306,88765.22355769231,630909.2980769231
243,0.001,404870450380.8,308702.2525,61912.34375,636218.3525,398515740041.8461,306496.33653846156,88739.78725961539,631078.8557692308
244,0.001,402605966622.72,307776.73,67721.8759375,634408.87,398709116612.9231,306560.57451923075,88716.21153846153,631231.6442307692
245,0.001,401564250931.2,307321.11125,71134.83375,633536.69,398742713895.38464,306571.75,88727.76081730769,631258.9615384615
246,0.001,400652371230.72,306958.85,66396.9703125,632875.485,398671937536.0,306559.5048076923,88766.62259615384,631204.4615384615
247,0.001,403626972938.24,308192.51125,66655.9346875,635209.11,398665240260.9231,306568.58653846156,88777.56971153847,631199.6538461539
248,0.001,401689068175.36,307438.24875,65468.8603125,633691.9,398727806976.0,306601.3798076923,88793.79567307692,631250.1346153846
249,0.001,400349310484.48,306884.00125,64606.0471875,632645.035,398666881181.53845,306577.63942307694,88815.72596153847,631202.6923076923
250,0.001,402917886525.44,307936.07625,61797.81375,634688.9925,398627110912.0,306556.44951923075,88816.87139423077,631171.2548076923
251,0.001,403534411202.56,308167.8125,68132.904375,635110.665,398687701464.61536,306577.4903846154,88793.13701923077,631218.3798076923
252,0.001,403034920714.24,307957.87125,61680.9096875,634784.7,398771650560.0,306606.45673076925,88802.29086538461,631285.5432692308
253,0.001,401894553681.92,307476.91625,70876.619375,633801.865,398870962806.1539,306638.3846153846,88797.96754807692,631364.3605769231
254,0.001,402680369643.52,307782.3825,63540.26625,634474.895,398895203564.3077,306656.1201923077,88824.96274038461,631384.7355769231
255,0.001,402416182231.04,307716.87,62148.891875,634289.9225,398900638011.0769,306657.9326923077,88833.58653846153,631389.4807692308
256,0.001,400898310799.36,307121.09875,65227.8675,633050.2025,398906818560.0,306658.78846153844,88824.14423076923,631394.0288461539
257,0.001,400800780124.16,307080.2175,64704.5296875,632990.9,398866400492.3077,306651.36778846156,88849.13581730769,631363.2451923077
258,0.001,401187240673.28,307223.6175,61593.23875,633328.34,398824056674.46155,306640.45192307694,88854.92668269231,631329.8509615385
259,0.001,402920791080.96,307927.41625,61689.4490625,634679.7725,398866564332.3077,306662.41826923075,88867.82331730769,631364.2644230769
260,0.001,402205101260.8,307654.4325,62097.7859375,634129.27,399032879576.61536,306713.8173076923,88851.17908653847,631495.5384615385
261,0.001,402186793123.84,307622.8025,67819.5934375,634049.98,399116067446.1539,306738.8774038461,88830.74278846153,631560.6490384615
262,0.001,401294036828.16,307287.2875,70755.8184375,633341.0475,399151726592.0,306754.94951923075,88856.28605769231,631590.0336538461
263,0.001,401676322734.08,307448.45,67191.5259375,633683.9275,399131901952.0,306756.2788461539,88898.43629807692,631576.3461538461
264,0.001,402402432778.24,307724.345,62534.905625,634263.5525,399187247104.0,306777.60576923075,88902.36057692308,631620.4903846154
265,0.001,403441542758.4,308130.67875,62459.86375,635085.1625,399322170604.3077,306826.6826923077,88915.76923076923,631728.1105769231
266,0.001,401453706117.12,307357.13625,66030.1590625,633497.435,399487780076.3077,306884.44471153844,88913.05889423077,631859.3509615385
267,0.001,399881486991.36,306729.535,70344.7509375,632244.905,399515622793.8461,306922.33653846156,88947.07331730769,631882.9086538461
268,0.001,402627745546.24,307832.5825,63126.0678125,634429.1625,399498941361.2308,306900.0961538461,88967.89903846153,631870.6778846154
269,0.001,401500400517.12,307405.0625,62756.8796875,633558.2675,399494404253.53845,306898.42067307694,88971.27043269231,631867.2980769231
270,0.001,404162343075.84,308450.8975,63064.634375,635643.5925,399572041728.0,306931.11057692306,88964.921875,631928.6394230769
271,0.001,401799800422.4,307466.50875,63382.751875,633789.245,399640380652.3077,306942.9278846154,88946.96514423077,631981.9663461539
272,0.001,401613667696.64,307443.7675,67391.2084375,633611.86,399646392320.0,306945.8173076923,88939.66466346153,631986.4326923077
273,0.001,399200777666.56,306433.545,62935.9175,631738.075,399582237617.2308,306933.17067307694,88974.63581730769,631937.1875
274,0.001,400277072773.12,306915.425,65057.0134375,632587.45,399434680792.61536,306893.64903846156,89004.88701923077,631821.5384615385
275,0.001,403034583859.2,308040.4625,77180.325,634721.0,399573148278.1539,306943.01923076925,88997.48557692308,631930.9567307692
276,0.001,400867928309.76,307146.105,68890.4003125,633026.2725,399585980731.0769,306955.1778846154,89015.97355769231,631941.9375
277,0.001,403338098114.56,308162.085,61642.8725,635021.675,399657835913.8461,306978.2211538461,89028.27524038461,631999.3846153846
278,0.001,402685233725.44,307872.82,65149.823125,634488.59,399699975561.8461,306987.5528846154,88997.63221153847,632031.4182692308
279,0.001,403387056128.0,308156.4375,61684.21375,635043.4075,399803025880.61536,307017.45192307694,88981.14903846153,632112.4375
280,0.001,401048828641.28,307214.42125,75871.6353125,633177.265,399908533799.38464,307045.4423076923,88966.59735576923,632195.3413461539
281,0.001,400480877936.64,306973.72125,73042.595625,632748.5375,399759351177.8461,306999.5,88982.36177884616,632077.9038461539
282,0.001,402710729850.88,307889.075,66534.61375,634482.865,399777781917.53845,307009.04326923075,88986.92067307692,632092.6875
283,0.001,401496961187.84,307430.6425,62161.001875,633578.0075,399747589986.46155,307009.16826923075,89007.01923076923,632069.7115384615
284,0.001,403277149634.56,308121.425,63977.6040625,634951.9975,400007843524.9231,307087.0913461539,89001.09615384616,632275.5865384615
285,0.001,401671964590.08,307475.45,74317.8521875,633655.1375,400098789848.61536,307116.08653846156,89001.62980769231,632347.6634615385
286,0.001,402970547322.88,307974.0675,62448.5234375,634719.98,400185355342.7692,307151.76923076925,89015.95793269231,632416.8173076923
287,0.001,400935754137.6,307192.33625,64289.1071875,633095.95,400301228032.0,307189.5600961539,89023.15024038461,632508.8509615385
288,0.001,401949734993.92,307603.3025,61405.4896875,633917.47,400318973164.3077,307200.03846153844,89038.46634615384,632523.5048076923
289,0.001,400597982904.32,307017.49,65524.841875,632830.4175,400450640029.53845,307249.8653846154,89059.02043269231,632628.4759615385
290,0.001,399754880614.4,306712.67625,67150.9065625,632184.4825,400442745462.1539,307263.60096153844,89089.71394230769,632623.6394230769
291,0.001,401464501207.04,307390.57375,66492.759375,633514.9875,400362332790.1539,307236.9278846154,89100.67668269231,632560.4615384615
292,0.001,402148716707.84,307691.0,66553.329375,634064.82,400320319172.9231,307234.7596153846,89107.27764423077,632527.5288461539
293,0.001,400608783237.12,307084.8825,61853.8946875,632872.1525,400214425600.0,307195.57692307694,89106.72596153847,632443.8173076923
294,0.001,402133592309.76,307685.5675,61903.6515625,634072.4225,400202707259.0769,307185.57451923075,89101.05168269231,632434.2211538461
295,0.001,399004399042.56,306411.26,68897.9821875,631585.835,400013371234.46155,307116.3701923077,89084.33774038461,632283.7307692308
296,0.001,402928365731.84,308001.73875,62598.16875,634689.785,399972867465.8461,307106.5961538461,89082.43028846153,632251.6394230769
297,0.001,401087738675.2,307242.94125,67036.7475,633222.505,400013938372.9231,307124.13221153844,89067.64543269231,632283.4086538461
298,0.001,400448044400.64,307009.20625,64630.4878125,632713.1775,399987507200.0,307115.83173076925,89078.09375,632263.0576923077
299,0.001,401327650242.56,307360.205,66560.8803125,633408.0925,399949060253.53845,307099.0600961539,89085.74639423077,632232.9278846154
300,0.001,401525686927.36,307435.78,67808.2596875,633569.24,400028467200.0,307131.4975961539,89103.5625,632296.5817307692
301,0.001,402354309693.44,307787.36,67744.0834375,634210.7475,400133581902.7692,307165.2211538461,89102.64182692308,632379.7211538461
302,0.001,400446264442.88,307024.0825,69421.2903125,632701.1575,400170491273.8461,307179.0528846154,89109.83052884616,632409.1923076923
303,0.001,403425368473.6,308220.5425,64718.8196875,635072.09,400320321693.53845,307234.5721153846,89119.45673076923,632528.1730769231
304,0.001,401015402659.84,307225.6425,63566.0946875,633178.505,400398463291.0769,307258.82451923075,89115.47836538461,632589.8701923077
305,0.001,402258687426.56,307725.9825,62382.843125,634164.965,400444938397.53845,307275.3653846154,89113.63100961539,632626.5673076923
306,0.001,401405451960.32,307399.48875,75684.1809375,633458.115,400562394033.2308,307315.1826923077,89113.51923076923,632719.4182692308
307,0.001,401769779691.52,307550.76,65524.8603125,633773.7575,400566542966.1539,307314.82692307694,89116.45192307692,632722.8221153846
308,0.001,402769147330.56,307943.65,69589.4121875,634548.485,400657756475.0769,307351.1033653846,89106.25240384616,632794.4807692308
309,0.001,401807373762.56,307562.1975,70358.5009375,633799.12,400682521521.2308,307351.25,89107.83774038461,632814.1490384615
310,0.001,402846876958.72,307992.8175,71496.208125,634606.7125,400852879832.61536,307406.17307692306,89110.36298076923,632948.9423076923
311,0.001,401894980976.64,307588.365,67877.2625,633863.74,400919086316.3077,307430.23317307694,89119.74759615384,633001.6538461539
312,0.001,401855483740.16,307561.95875,72426.6453125,633844.36,400994876179.6923,307480.375,89126.27043269231,633061.8125
313,0.001,401022966824.96,307228.56875,65751.4296875,633174.1,400986084273.2308,307462.7548076923,89136.77283653847,633055.2740384615
314,0.001,400778347151.36,307150.35625,74648.774375,632970.44,400892788736.0,307427.6201923077,89141.14903846153,632981.8365384615
315,0.001,401499421409.28,307437.42,63227.1034375,633562.2675,400925148396.3077,307453.21153846156,89163.52163461539,633008.4278846154
316,0.001,400780352552.96,307170.5375,64642.60625,632990.1275,400877178564.9231,307442.14903846156,89172.22596153847,632970.9134615385
317,0.001,403273318400.0,308172.6125,64851.3128125,634939.71,401015091515.0769,307475.5961538461,89167.48557692308,633079.6442307692
318,0.001,401191023411.2,307319.18375,71112.1403125,633298.9525,401036224354.46155,307486.5096153846,89174.81971153847,633096.6490384615
319,0.001,401762484224.0,307533.94,61680.8565625,633765.375,401030966350.7692,307489.04326923075,89185.29086538461,633092.9951923077
320,0.001,402514089082.88,307870.445,62874.8328125,634360.6675,401163167586.46155,307530.9471153846,89180.93629807692,633197.1490384615
321,0.001,401535137218.56,307427.795,61281.23625,633597.675,401182810742.1539,307538.03125,89179.35697115384,633212.625
322,0.001,401234688737.28,307330.38375,62702.8403125,633339.685,401213768940.3077,307549.6538461539,89182.78004807692,633237.2067307692
323,0.001,402546902958.08,307864.3625,67944.39375,634380.8325,401176375611.0769,307537.8461538461,89177.578125,633207.5
324,0.001,401242414120.96,307328.5175,61513.035625,633371.765,401216360132.9231,307551.8076923077,89178.16706730769,633239.1346153846
325,0.001,402180778229.76,307737.17875,68078.956875,634086.0275,401244366690.46155,307555.0841346154,89165.78725961539,633260.7259615385
326,0.001,400899833856.0,307216.42375,65709.0340625,633083.75,401163104571.0769,307528.7788461539,89165.46995192308,633196.6105769231
327,0.001,402198804561.92,307718.3425,61886.364375,634125.4225,401047693154.46155,307492.60096153844,89158.18509615384,633105.1875
328,0.001,402081474150.4,307687.1975,62611.275,634019.535,401101578870.1539,307510.10096153844,89148.51923076923,633147.3076923077
329,0.001,402592457031.68,307873.015,61292.3740625,634413.84,400985625521.2308,307466.3966346154,89121.47836538461,633054.5288461539
330,0.001,402438712197.12,307825.31375,61699.67375,634301.13,401093039025.2308,307500.31971153844,89119.640625,633139.3605769231
331,0.001,400574614077.44,307080.2625,63886.716875,632830.86,401192467219.6923,307537.05528846156,89139.69350961539,633218.6875
332,0.001,401111098327.04,307294.955,73243.8028125,633237.93,401187884740.9231,307545.4903846154,89144.87860576923,633215.2884615385
333,0.001,401931649679.36,307606.0725,73912.5528125,633899.28,401046614331.0769,307490.48798076925,89153.35336538461,633104.2788461539
334,0.001,401647835545.6,307518.18125,62027.389375,633686.36,401069214168.61536,307497.11778846156,89153.87620192308,633122.1538461539
335,0.001,400998368542.72,307243.1475,62028.854375,633167.9875,401123987140.9231,307517.5360576923,89164.07572115384,633165.8221153846
336,0.001,400624968007.68,307116.12125,76712.4659375,632852.65,401010534242.46155,307487.4471153846,89166.62139423077,633076.375
337,0.001,402305864171.52,307760.09875,63454.3115625,634189.185,400897567822.7692,307450.19471153844,89165.29447115384,632987.1057692308
338,0.001,403402208051.2,308228.875,69772.070625,635051.985,401049276100.9231,307506.2836538461,89168.03485576923,633107.1442307692
339,0.001,400638439587.84,307110.4225,62366.029375,632888.875,401007630493.53845,307487.15625,89163.34014423077,633074.125
340,0.001,402053757665.28,307670.1975,61469.1034375,633997.8075,401123011662.7692,307522.17548076925,89175.17548076923,633165.7067307692
341,0.001,401751748116.48,307556.64,61910.58625,633747.9,401203406690.46155,307548.51442307694,89174.78846153847,633229.1346153846
342,0.001,401173242183.68,307304.32,68602.381875,633291.8075,401150524179.6923,307530.5048076923,89177.53125,633187.5480769231
343,0.001,402350553169.92,307803.9325,61644.3546875,634226.63,401064742596.9231,307510.86057692306,89165.77884615384,633119.3894230769
344,0.001,400742488473.6,307152.30625,73161.486875,632966.7175,400845035677.53845,307442.7524038461,89156.88100961539,632945.4903846154
345,0.001,401322766499.84,307393.38375,71212.005625,633414.08,400739263094.1539,307404.79326923075,89151.51201923077,632861.6778846154
346,0.001,400824606392.32,307184.7025,68270.0371875,633005.35,400643038601.8461,307361.8149038461,89151.89783653847,632785.6490384615
347,0.001,402646765404.16,307917.8825,72848.6978125,634435.1375,400614676637.53845,307356.71875,89147.61658653847,632763.1057692308
348,0.001,400680676229.12,307165.23,65635.2484375,632912.9475,400587580022.1539,307346.8653846154,89155.50360576923,632742.0
349,0.001,400974631403.52,307251.4575,67931.2246875,633126.4275,400572017742.7692,307343.31971153844,89155.38822115384,632729.6009615385
350,0.001,401118420008.96,307295.34375,65261.2709375,633258.1125,400477580366.7692,307316.6201923077,89162.74879807692,632655.25
351,0.001,401572140154.88,307507.805,67724.075625,633614.3625,400354208846.7692,307274.6875,89153.30288461539,632557.2596153846
352,0.001,402519794647.04,307871.46875,75235.6628125,634334.2875,400334974030.7692,307265.48076923075,89140.10456730769,632541.4663461539
353,0.001,401079242588.16,307303.67375,62332.9775,633237.8,400208504674.46155,307227.8653846154,89141.12740384616,632441.4951923077
354,0.001,400287150899.2,306970.35375,61552.633125,632611.88,400140143064.61536,307197.375,89131.84855769231,632387.0432692308
355,0.001,401160958115.84,307322.665,69480.2690625,633281.1225,400212149484.3077,307225.1610576923,89134.23677884616,632444.1394230769
356,0.001,401678320271.36,307552.7125,61796.951875,633716.4075,400192120674.46155,307220.4014423077,89139.70552884616,632428.5
357,0.001,401869547765.76,307609.18,67539.87125,633832.885,400273173582.7692,307250.6586538461,89120.46394230769,632491.8125
358,0.001,401967171502.08,307650.165,70079.688125,633894.9825,400309654449.2308,307254.29326923075,89119.88581730769,632520.6538461539
359,0.001,401101022822.4,307333.525,66328.6871875,633226.2725,400321549233.2308,307262.8125,89128.61658653847,632530.4278846154
360,0.001,402307246981.12,307782.995,65632.039375,634186.2125,400317165883.0769,307256.23076923075,89123.44471153847,632526.7692307692
361,0.001,402060384665.6,307710.54375,61373.4309375,634010.12,400340237075.6923,307259.3846153846,89113.98918269231,632544.6682692308
362,0.001,400920181473.28,307201.8975,68588.873125,633083.3875,400413760905.8461,307285.75721153844,89112.11538461539,632602.7596153846
363,0.001,402164660305.92,307735.005,69993.1746875,634076.7875,400435723027.6923,307294.7403846154,89118.07451923077,632620.4423076923
364,0.001,402170023772.16,307722.745,62524.4609375,634089.0925,400592941371.0769,307348.20192307694,89122.98798076923,632744.9615384615
365,0.001,402644672184.32,307939.05,62163.6040625,634464.64,400646728782.7692,307377.7548076923,89112.72355769231,632787.0432692308
366,0.001,401861789614.08,307638.52625,64816.4925,633839.9975,400751820800.0,307400.3798076923,89109.08173076923,632869.9182692308
367,0.001,401930591928.32,307636.0675,63835.0021875,633880.895,400842424320.0,307434.8846153846,89120.32572115384,632942.0721153846
368,0.001,400968838021.12,307196.735,66459.65875,633126.6025,400862115367.38464,307437.94471153844,89132.97716346153,632958.2163461539
369,0.001,400694716661.76,307138.245,67695.94,632909.855,400972054528.0,307485.33653846156,89163.35096153847,633046.2788461539
370,0.001,401482068787.2,307453.005,67261.48375,633543.7875,400978716514.46155,307492.45192307694,89191.67307692308,633052.6875
371,0.001,402235992309.76,307772.4225,65080.7615625,634135.57,401148457275.0769,307551.2596153846,89196.26322115384,633186.8798076923
372,0.001,401219036119.04,307398.3275,65395.405625,633332.52,401285145206.1539,307596.04326923075,89216.71274038461,633295.6826923077
373,0.001,400720050257.92,307162.80625,64836.4903125,632932.605,401460655655.38464,307664.34375,89242.72115384616,633435.1201923077
374,0.001,401634227650.56,307504.8075,69288.5659375,633668.1825,401531353875.6923,307690.4423076923,89257.50961538461,633491.4423076923
375,0.001,401858592768.0,307616.21375,61940.8640625,633847.765,401567930525.53845,307702.7403846154,89260.55649038461,633520.4278846154
376,0.001,402998860185.6,308090.85,67228.2325,634738.7675,401711204824.61536,307765.70432692306,89254.36057692308,633633.2067307692
377,0.001,400359004569.6,307013.8625,62162.250625,632647.6575,401834599030.1539,307801.23076923075,89259.08173076923,633730.6730769231
378,0.001,402073924403.2,307698.8,70683.266875,634009.495,401973840344.61536,307848.48798076925,89279.44230769231,633841.2115384615
379,0.001,401151869583.36,307347.395,69900.6475,633268.545,402029704743.38464,307865.92307692306,89285.26201923077,633885.4615384615
380,0.001,401547317739.52,307503.79125,69950.784375,633594.32,401898526877.53845,307816.07692307694,89283.44711538461,633782.0288461539
381,0.001,402462101995.52,307866.6075,62495.499375,634310.24,401732937570.46155,307760.89423076925,89265.22956730769,633650.8221153846
382,0.001,400906033561.6,307218.67875,65199.648125,633089.5875,401791478862.7692,307784.28846153844,89276.03485576923,633697.3990384615
383,0.001,401736862269.44,307546.76,64841.6915625,633748.3125,401777265112.61536,307780.71875,89282.13221153847,633686.4567307692
384,0.001,401096257044.48,307302.5525,61512.340625,633252.585,401816523697.2308,307791.3846153846,89287.90264423077,633717.625
385,0.001,402098914590.72,307741.6025,70469.4046875,634023.73,401910358646.1539,307821.76442307694,89284.37019230769,633791.4711538461
386,0.001,401407790284.8,307423.7425,70726.915625,633485.7525,401791466259.6923,307782.72596153844,89277.74639423077,633697.5432692308
387,0.001,400273157652.48,306977.64,62958.330625,632582.1125,401645976339.6923,307751.01442307694,89275.44230769231,633582.7451923077
388,0.001,401153802895.36,307364.1825,63621.9225,633284.4825,401539326582.1539,307718.73076923075,89289.35576923077,633499.3173076923
389,0.001,400940139806.72,307278.96125,69559.264375,633118.5275,401532503276.3077,307709.9591346154,89297.296875,633494.3076923077
390,0.001,402035255541.76,307721.98375,61945.3878125,633996.1075,401528588760.61536,307703.79567307694,89295.609375,633491.1634615385
391,0.001,401776494510.08,307617.73875,70001.0478125,633779.89,401577864270.7692,307712.1033653846,89264.93870192308,633528.6490384615
392,0.001,400856582717.44,307219.395,63917.1465625,633049.775,401401030498.46155,307653.68028846156,89251.55889423077,633388.6346153846
393,0.001,402101808660.48,307757.92125,61482.334375,634031.1725,401320819475.6923,307625.6971153846,89234.39663461539,633324.6730769231
394,0.001,400374300672.0,307012.06,67817.7128125,632665.15,401152066796.3077,307564.625,89227.08774038461,633191.1875
395,0.001,400721109319.68,307192.92375,72123.595,632948.435,401044978451.6923,307537.1538461539,89226.70192307692,633106.6298076923
396,0.001,402819013672.96,308045.33,62986.161875,634597.9275,401074227672.61536,307540.4110576923,89220.26923076923,633129.4471153846
397,0.001,401578207477.76,307542.79,62456.1321875,633625.785,401109811200.0,307548.20192307694,89213.56370192308,633157.2884615385
398,0.001,402679052369.92,307943.81125,69264.118125,634474.9325,401131947244.3077,307551.1153846154,89195.63461538461,633174.1105769231
399,0.001,400808539586.56,307217.675,61863.6028125,633025.74,401100600871.38464,307545.04326923075,89197.140625,633149.4711538461
400,0.001,401673089187.84,307556.52875,62158.125625,633697.3425,401152843145.8461,307559.0288461539,89195.05889423077,633190.6634615385
401,0.001,400852744929.28,307220.41,64710.4578125,633035.9425,401169025496.61536,307567.53846153844,89204.97475961539,633203.8653846154
402,0.001,401907691028.48,307640.86375,73115.516875,633864.4675,401061768270.7692,307536.3966346154,89200.54326923077,633119.0288461539
403,0.001,402127981117.44,307773.17,65298.66875,634052.93,401128899820.3077,307555.1826923077,89206.79206730769,633172.2836538461
404,0.001,401088189562.88,307341.61,62788.7065625,633237.415,401186589144.61536,307599.9975961539,89210.30408653847,633217.9711538461
405,0.001,401843001753.6,307657.99625,67095.215,633816.835,401133404160.0,307562.96153846156,89200.96634615384,633175.6490384615
406,0.001,400545808384.0,307114.5325,64979.0146875,632795.07,401036577240.61536,307526.1538461539,89205.328125,633099.3509615385
407,0.001,402466804858.88,307865.845,62158.97,634333.5275,401026580480.0,307525.8221153846,89206.06490384616,633091.5384615385
408,0.001,401446925762.56,307498.1225,66646.4053125,633505.835,401069980435.6923,307534.1346153846,89196.23677884616,633125.4326923077
409,0.001,401530059489.28,307521.51625,71035.6746875,633571.985,401101415030.1539,307544.76201923075,89196.19110576923,633150.2836538461
410,0.001,400344913018.88,307028.99875,67433.0925,632635.7525,400957747515.0769,307497.4423076923,89198.20552884616,633036.8653846154
411,0.001,401030238699.52,307300.4825,67040.89125,633189.66,400906591625.8461,307484.06971153844,89207.67427884616,632996.8317307692
412,0.001,401988909793.28,307685.4075,64035.56875,633944.7325,400937668292.9231,307497.25,89208.03004807692,633021.4086538461
413,0.001,401096327823.36,307337.22125,63127.6975,633242.8075,401017891918.7692,307525.4591346154,89213.57451923077,633084.9567307692
414,0.001,400335416852.48,307036.57,65148.1959375,632644.3,401015449442.46155,307530.6201923077,89225.03605769231,633083.5336538461
415,0.001,401070159298.56,307332.5975,61830.439375,633231.64,400899755716.9231,307497.8221153846,89218.99519230769,632991.9759615385
416,0.001,401150438277.12,307379.9275,62224.310625,633296.3075,400924094779.0769,307502.51442307694,89220.01802884616,633011.1971153846
417,0.001,401027576627.2,307308.635,68406.22125,633177.0325,400994871138.46155,307523.73557692306,89216.13701923077,633066.8942307692
418,0.001,401144840192.0,307336.14875,64109.4315625,633281.7925,400896602427.0769,307490.26923076925,89218.34375,632989.4375
419,0.001,401945796280.32,307657.24625,63384.51125,633909.8325,400821959443.6923,307460.1586538461,89202.16466346153,632929.7980769231
420,0.001,400738384609.28,307180.58875,67723.065625,632941.66,400758477745.2308,307437.89423076925,89197.82091346153,632879.4855769231
421,0.001,402000196403.2,307715.71,64918.67875,633953.6725,400712456349.53845,307422.9663461539,89199.77764423077,632843.1971153846
422,0.001,400163763650.56,306939.62375,67304.6515625,632489.715,400556117700.9231,307366.39423076925,89187.85216346153,632719.1538461539
423,0.001,400366349844.48,307064.22875,62884.28875,632662.6375,400477519872.0,307348.7283653846,89216.23918269231,632658.2740384615
424,0.001,400476754411.52,307089.69,62145.4753125,632766.815,400419626377.8461,307332.0576923077,89218.83774038461,632612.6346153846
425,0.001,402891573821.44,308074.07625,65587.9034375,634646.635,400585225767.38464,307382.5625,89204.27884615384,632742.9038461539
426,0.001,401165261209.6,307365.85125,62548.63875,633305.525,400613713762.46155,307403.67307692306,89208.91225961539,632765.6153846154
427,0.001,401505047019.52,307487.92625,68771.6096875,633549.59,400749511916.3077,307444.96875,89202.03245192308,632872.5528846154
428,0.001,400572227256.32,307129.5525,62442.2384375,632838.66,400742834806.1539,307441.1971153846,89215.61418269231,632867.9663461539
429,0.001,400834494464.0,307246.3625,72960.2403125,633046.8775,400726080275.6923,307438.23317307694,89213.28846153847,632854.6394230769
430,0.001,402333560995.84,307848.6275,67939.3046875,634210.755,400631867234.46155,307399.9903846154,89173.53725961539,632778.3365384615
431,0.001,402128892067.84,307747.5925,65647.985,634044.785,400521030734.7692,307354.8653846154,89154.21514423077,632689.9567307692
432,0.001,401168288972.8,307390.16,72534.35625,633304.0725,400346089944.61536,307291.1826923077,89139.50360576923,632551.0384615385
433,0.001,403024390389.76,308123.32375,62090.99625,634753.11,400386828130.46155,307295.97596153844,89120.89302884616,632582.5817307692
434,0.001,400953412157.44,307292.705,61516.0953125,633112.8475,400370408841.8461,307293.01923076925,89119.68629807692,632569.5480769231
435,0.001,401108573880.32,307346.54875,67523.5575,633239.1975,400404492603.0769,307306.73317307694,89125.39903846153,632596.7596153846
436,0.001,402015474155.52,307743.645,68012.6890625,633960.3675,400458890003.6923,307328.98317307694,89135.11298076923,632640.1778846154
437,0.001,401071413657.6,307316.83875,62131.774375,633226.77,400424644923.0769,307318.5961538461,89145.58894230769,632613.5048076923
438,0.001,400384623902.72,307026.14875,63037.84625,632674.55,400468859037.53845,307348.7211538461,89148.56610576923,632648.6538461539
439,0.001,401094764134.4,307375.645,66986.48875,633224.995,400422746899.6923,307347.63221153844,89160.80769230769,632612.7067307692
440,0.001,402034005114.88,307706.37375,61515.205,633983.425,400485104403.6923,307353.45432692306,89165.60697115384,632662.2451923077
441,0.001,401492145602.56,307502.00875,67604.2146875,633551.775,400639499657.8461,307396.9471153846,89171.11899038461,632784.4807692308
442,0.001,401833685155.84,307636.7025,62090.91375,633825.5825,400610016019.6923,307383.48076923075,89162.50721153847,632760.8557692308
443,0.001,402396943482.88,307876.375,65365.67625,634256.9475,400723617634.46155,307422.2211538461,89163.78846153847,632850.7211538461
444,0.001,401697420083.2,307596.2375,62987.9696875,633711.2775,400946525735.38464,307499.4975961539,89176.15745192308,633027.3413461539
445,0.001,401615725527.04,307548.47,73471.61875,633638.18,401150582153.8461,307567.2163461539,89184.65504807692,633188.8221153846
