epoch,learning_rate,train_loss,train_mae,train_relative_l2,train_rmse,val_loss,val_mae,val_relative_l2,val_rmse
16,0.001,52565623263286.04,2968953.3342285156,117.20424062728881,7103767.962463379,50541892395629.234,2854780.1662269006,280.0953869819641,6830449.73254864
17,0.001,52563573469677.72,2969048.0586425783,219.4087339925766,7103649.428022461,50539582379623.61,2854881.7096980168,409.3304647115561,6830327.070152869
18,0.001,52560473425492.1,2969159.550522461,175.21810527801514,7103455.530136718,50536518755763.08,2855014.3608022835,586.6360788712135,6830165.942157452
19,0.001,52556285598285.7,2969331.4900683593,146.67458554267884,7103196.473203125,50532564785118.12,2855179.3508488582,822.7171676525703,6829960.0457481975
20,0.001,52550720449542.84,2969508.1319921874,317.2699195098877,7102854.028632812,50527534714639.234,2855371.4811072717,1124.8309643635382,6829698.1845703125
21,0.001,52543555977445.44,2969735.539765625,345.5134445285797,7102421.838925782,50521139515717.84,2855568.9374624398,1474.1392166064336,6829356.553372896
22,0.001,52534675496226.88,2969929.696621094,1054.0282728862762,7101913.030722656,50513079846773.234,2855736.144230769,1864.7671998830942,6828912.859975962
23,0.001,52526151718184.8,2969936.2442578124,929.0468347930909,7101364.044863281,50502746468305.54,2855860.664813702,2250.8448820664335,6828314.447829027
24,0.001,52514166553327.52,2969905.9251171877,756.1265247869492,7100563.196777344,50489760064715.695,2855924.872746394,2657.6733535253084,6827541.873197115
25,0.001,52495552869351.04,2969934.1325,863.0915131044388,7099362.17140625,50474255248504.0,2855895.701246995,3149.677493058718,6826620.75390625
26,0.001,52475435046869.76,2969798.846328125,1169.7400358963014,7098101.544648438,50455494053645.54,2855763.484074519,3728.7017599252554,6825501.8752253605
27,0.001,52446478507690.24,2969402.104765625,313.0001807117462,7096110.145273438,50433506786596.92,2855521.3970102165,4441.3990659897145,6824199.172626202
28,0.001,52421889989392.64,2969008.58734375,1511.8197634601593,7094631.051835937,50407507955460.92,2855157.6938852165,5283.129252360417,6822657.905198317
29,0.001,52391756328702.72,2968434.5466015623,1854.325106601715,7092716.333984375,50375956740925.54,2854646.530498798,6211.11704668632,6820762.526893029
30,0.001,52345037213944.32,2967556.7040625,3930.5538562202455,7089834.7315625,50340294672123.08,2853966.0643028845,7393.155255647806,6818653.595402644
31,0.001,52298095394488.32,2966391.836015625,2963.5624699020386,7086757.758515625,50298521036750.766,2853120.986628606,8788.00059751364,6816184.731520433
32,0.001,52239261305576.96,2964809.4515234376,803.048785238266,7082727.2065625,50251022359030.16,2852153.7333233175,10487.526789371785,6813404.973257212
33,0.001,52167817141795.84,2963119.31140625,6687.806087579727,7078530.54546875,50196152746033.234,2851074.531550481,12465.745852507078,6810195.124699519
34,0.001,52121914226867.2,2962313.51171875,3816.552541036606,7075294.91734375,50132297939928.62,2849942.6640625,14669.242670242604,6806431.344651442
35,0.001,52009622059386.88,2959515.368984375,4925.529812545777,7068065.17671875,50060716850432.0,2848815.7578125,17289.967558347264,6802246.912560096
36,0.001,51929587060305.92,2958134.2859375,1793.986438846588,7062769.3046875,49979528286483.695,2847659.373798077,20178.35104069343,6797473.837740385
37,0.001,51818981380157.44,2956506.3778125,1693.2566023159027,7055371.7815625,49889236585156.92,2846460.4927884615,23544.225412662214,6792198.1875
38,0.001,51704421239685.12,2954002.4634375,8868.566908712388,7048754.2365625,49787523138244.92,2844955.987079327,27249.039733153124,6786224.673677885
39,0.001,51535193365340.16,2951088.464375,1763.2067676448821,7036622.941875,49676722121412.92,2843420.941706731,31611.596368569593,6779790.369591346
40,0.001,51415602238136.32,2948668.294375,10038.069127693176,7029624.1146875,49551368151827.695,2841787.670372596,36397.990141795235,6772459.894230769
41,0.001,51272022676602.88,2946627.71375,14352.925299263,7021123.110625,49411472782729.84,2839700.3365384615,41532.10446189,6764210.444711538
42,0.001,51018509323345.92,2939179.6353125,5592.537082309723,7003496.9984375,49258028019869.54,2837386.9759615385,47458.70405703325,6755216.661057692
43,0.001,50890813280665.6,2940484.690625,16761.022577228545,6996213.2675,49091653940932.92,2835511.871394231,54128.815145052395,6745501.850961538
44,0.001,50648444638494.72,2934240.595625,15988.962342281342,6980175.49,48905055196396.305,2832434.465144231,60926.73456558814,6734406.15625
45,0.001,50446397065953.28,2933072.1175,21776.360873908998,6967447.874375,48702743399502.766,2829760.6634615385,68485.14073533278,6722387.834134615
46,0.001,50085864738406.4,2919931.3184375,5179.262670021057,6940873.838125,48483583724622.766,2826406.4873798075,76855.42584580641,6709371.891826923
47,0.001,49763689286860.8,2915950.34625,45394.141723976136,6923300.0275,48250649314540.305,2823217.2439903845,86454.7939230112,6695661.829326923
48,0.001,49471858200903.68,2911884.08875,24510.427958831788,6901664.303125,48002119473309.54,2820138.014423077,96927.98605420039,6681031.276442308
49,0.001,49194089316024.32,2906199.35375,55063.9102652359,6886089.99125,47730987606016.0,2816135.6033653845,108184.34963901226,6664960.896634615
50,0.001,48714974912184.32,2895226.65,36716.51371364594,6852529.19125,47435410905245.54,2811987.7728365385,120108.883167707,6647277.8125
51,0.001,48317998403420.16,2884111.440625,75946.35877433777,6829523.82875,47121324452942.766,2807285.269230769,133132.72853073708,6628476.822115385
52,0.001,48045120535265.28,2880058.949375,21120.490182037352,6806964.1275,46785254100676.92,2802761.5625,147119.8555616232,6608264.524038462
53,0.001,47691693850624.0,2881720.05875,90447.5652589798,6788740.655,46420682715451.08,2796918.4158653845,161295.11587084256,6585980.048076923
54,0.001,46928128100925.44,2857873.775,30447.122312202453,6729817.5825,46046040396721.234,2791970.451923077,177275.12699714073,6563263.548076923
55,0.001,46425711546204.16,2843311.9725,21531.21888370514,6696507.0775,45653370755229.54,2786022.139423077,194661.09149375328,6539438.908653846
56,0.001,45989508263444.48,2844298.7425,37039.72170410156,6666520.71,45236247182099.695,2779828.0673076925,213096.21411778376,6513943.370192308
57,0.001,45703491237969.92,2836023.2625,78029.52646903992,6650871.6925,44786270288659.695,2772353.3365384615,231402.06356723493,6485887.100961538
58,0.001,44824268502466.56,2811683.695,17823.349597702025,6581492.9075,44320599375872.0,2765421.418269231,251348.4984427232,6456842.413461538
59,0.001,44247951621488.64,2801686.2575,80929.84236442565,6546915.155,43838190014148.92,2757633.543269231,272713.0319636418,6426643.043269231
60,0.001,43660724918026.24,2799295.65125,69560.75706192017,6506326.09,43336238270936.62,2749458.0985576925,295031.0201342656,6394956.740384615
61,0.001,42811184345251.84,2770280.835,96642.68524299622,6445694.4225,42820507855950.766,2741309.1153846155,319474.7420748197,6362399.432692308
62,0.001,42586080757678.08,2776254.445,100611.31214805604,6429231.405,42280932484962.46,2732611.346153846,344301.29794722336,6327847.019230769
63,0.001,41579353902940.16,2754357.815,217020.78132133483,6367267.09,41716758408270.766,2722700.9471153845,369863.3471468412,6291262.576923077
64,0.001,40570234716815.36,2713265.1175,44604.20784248352,6279431.49,41146913612406.16,2713510.581730769,397465.3421660203,6254249.826923077
65,0.001,39613883524055.04,2687381.97,137398.95565231322,6211987.485,40570720354304.0,2703673.7740384615,427280.8959931594,6216723.913461538
66,0.001,39358544373350.4,2692012.665,205558.0817944336,6201761.075,39972556242944.0,2692744.201923077,457255.0852203369,6177115.557692308
67,0.001,38849270712893.44,2690263.4425,153351.02124084474,6156417.915,39353532466412.305,2681018.048076923,486224.2275912945,6135264.913461538
68,0.001,38382729544335.36,2691807.63,166397.87006576537,6123705.31,38721337728393.84,2668871.4375,516045.10595527064,6092033.134615385
69,0.001,37432228467179.52,2664413.98,37731.64983520508,6036959.555,38072126477233.234,2655230.408653846,545742.1995215783,6046919.105769231
70,0.001,36116598284615.68,2600683.9975,262767.6066481018,5951742.09,37423342803101.54,2640847.1346153845,577921.2425531241,6001610.855769231
71,0.001,35661620382269.44,2578027.035,332684.0709121704,5920400.79,36780510503542.16,2627438.860576923,611886.8857046274,5956396.644230769
72,0.001,34484565321973.76,2546502.81,349474.2761845398,5822643.52,36141923384083.695,2613734.7115384615,646165.7794752854,5910899.596153846
73,0.001,33223569341153.28,2527624.29,56709.44513000488,5702212.39,35542998631660.305,2601493.7115384615,683661.1072047307,5868260.961538462
74,0.001,32819981246791.68,2513174.115,69211.42910491943,5669185.43,34908078846267.08,2586638.6346153845,720485.25879141,5822010.846153846
75,0.001,32908948893859.84,2532629.93,393173.140819397,5696673.46,34282803459623.383,2571878.855769231,757352.4241344745,5775808.673076923
76,0.001,31013660084142.08,2425693.905,35603.27892074585,5505831.43,33684505553998.77,2558082.230769231,795405.1018817609,5731180.288461538
77,0.001,29852960984924.16,2399761.665,418896.9737184143,5433165.55,33101668820834.46,2543671.0384615385,836043.4820720966,5687338.269230769
78,0.001,29126960852500.48,2401148.84,517861.18267089844,5375219.65,32559686302483.69,2530428.144230769,878227.5459359976,5646224.153846154
79,0.001,29228171295457.28,2398341.085,307131.965879364,5376318.63,32012698850225.23,2515928.6346153845,916333.1607032189,5603661.346153846
80,0.001,27652026301153.28,2330190.7,341768.2984654236,5236579.56,31484957244179.69,2501943.6634615385,956213.825582651,5562151.288461538
81,0.001,26714968959221.76,2337512.72,328261.56176315306,5143385.75,30976811749060.92,2488026.653846154,996958.0712221586,5521639.461538462
82,0.001,27327084762234.88,2302010.625,230817.8765386963,5198492.92,30469949872285.54,2472746.9423076925,1035046.8507361779,5480405.961538462
83,0.001,27183373059358.72,2305436.82,389079.47774749756,5196743.5,29958280758508.31,2456279.0,1070274.827506432,5437987.769230769
84,0.001,27262818629713.92,2323297.85,638624.9977328491,5200391.96,29409081173858.46,2436956.0576923075,1100238.769208468,5391501.346153846
85,0.001,24642936226447.36,2187648.49,394677.96745513915,4941888.96,28921823312659.69,2419783.4423076925,1132705.4675915057,5349882.692307692
86,0.001,25716931721953.28,2288100.6,318813.31386688235,5051957.38,28466896114609.23,2403626.1923076925,1165968.1119560828,5310546.461538462
87,0.001,24034352027402.24,2209076.44,580081.2730047607,4878249.91,28073967424433.23,2389470.5,1200741.2888782208,5276180.884615385
88,0.001,22781254256558.08,2122321.41,60426.981497192384,4741758.06,27660534879153.23,2372975.9903846155,1233691.9998345007,5239486.576923077
89,0.001,22324389986959.36,2123005.49,402472.86974395753,4713953.72,27353671532544.0,2360888.1153846155,1273207.4660879283,5211941.423076923
90,0.001,22464816123740.16,2174479.81,737647.8185598755,4712860.14,27035628268622.77,2347396.8846153845,1308219.4858046311,5182914.192307692
91,0.001,24095767291494.4,2200928.97,698213.3044265747,4891151.72,26703708149917.54,2333582.019230769,1334921.8050513635,5152273.653846154
92,0.001,21669455792701.44,2093187.28,401125.8560684204,4645157.77,26385210771928.617,2319965.1923076925,1359770.6816007174,5122555.461538462
93,0.001,22534945473822.72,2078616.96,726485.4825030518,4729350.58,26073219727360.0,2306034.5384615385,1384772.6147108811,5093126.153846154
94,0.001,22589339305246.72,2156095.98,519672.0780368042,4733250.52,25709536951059.69,2289940.3076923075,1403855.3771597056,5058645.769230769
95,0.001,20808290439004.16,2033626.91,238267.5041445923,4543809.3,25456218573272.617,2278394.980769231,1426337.7966918945,5034162.384615385
96,0.001,21618733738885.12,2077319.32,796551.4410873413,4627992.38,25211538041934.77,2267301.0,1449507.7409034143,5010248.192307692
97,0.001,19828898141306.88,1960558.15,281580.01546905516,4440616.26,25007839893661.54,2257890.769230769,1471769.3443462665,4990052.5
98,0.001,19770632463974.4,2032409.51,664107.2991555786,4427385.1,24846173833688.617,2249821.653846154,1498159.844487117,4973559.653846154
99,0.001,20626012614164.48,2023151.7,510039.98936584475,4513834.7,24655340745019.08,2240967.9615384615,1518201.3278456468,4954321.423076923
100,0.001,20505478299648.0,2008140.585,394423.84417297365,4506032.16,24417284310252.31,2229615.923076923,1531945.0407292293,4930591.423076923
101,0.001,21134637153648.64,2072850.51,807074.9865979004,4590598.88,24161069442914.46,2217397.673076923,1546426.7562420184,4904856.961538462
102,0.001,21266891024629.76,2080058.62,746015.8806826782,4589970.3,23870790374321.23,2203661.653846154,1554369.0124887319,4875835.269230769
103,0.001,19826637369507.84,2000475.98,105902.0179864502,4440078.31,23617545396854.152,2191521.5,1563401.2585331844,4850180.692307692
104,0.001,20194412944424.96,2025722.48,495097.1805914307,4485099.5,23444015748017.23,2182559.596153846,1577939.5850806604,4832057.961538462
105,0.001,20024157756456.96,1999966.39,232842.3320361328,4460917.74,23257702828504.617,2173459.75,1588970.8129483736,4812682.307692308
106,0.001,19015138992455.68,1955930.82,161997.5535675049,4342772.39,23098251199724.31,2165738.326923077,1600836.65426401,4795854.0
107,0.001,20206679186472.96,2004759.73,558566.5415765381,4482654.04,22927645303414.152,2156646.7115384615,1612259.7155714768,4777805.576923077
108,0.001,19741126793625.6,1972210.49,565036.2920593262,4416075.16,22685664935936.0,2144087.576923077,1618752.2924687313,4752588.884615385
109,0.001,20164790924083.2,2011314.0,506716.40946350095,4463200.7,22450537577235.69,2132432.346153846,1623458.4391150842,4727966.961538462
110,0.001,19431864150261.76,1970535.97,415936.45403564454,4389214.4,22291191290013.54,2124285.076923077,1628777.7397484411,4711029.461538462
111,0.001,18314202930216.96,1919163.22,443414.73406677245,4267333.4,22245666314397.54,2121630.8076923075,1642303.1583345854,4705392.615384615
112,0.001,18743970779627.52,1950595.15,569864.6646948243,4309699.96,22160165427357.54,2116639.403846154,1652247.8180377667,4695760.769230769
113,0.001,19036465770004.48,1958740.83,127479.19108764648,4350330.32,22090460773139.69,2112832.0384615385,1660533.189286452,4687847.269230769
114,0.001,17335691100815.36,1868021.92,519355.8152081299,4147667.64,22077090138584.617,2111434.7115384615,1674217.3362731934,4685430.192307692
115,0.001,18124696893521.92,1915536.43,175986.40400024413,4243152.96,22001093867047.383,2107173.3846153845,1683199.9171072154,4676739.846153846
116,0.001,19593370691174.4,1983563.83,580564.0354467774,4408425.22,21873922569767.383,2100383.403846154,1688320.3522925745,4662887.307692308
117,0.001,16805122801664.0,1852406.37,530492.3901495361,4080835.06,21810708762308.92,2096453.5384615385,1696585.8140563965,4655516.5
118,0.001,18685051797504.0,1931439.32,632062.699074707,4293194.0,21740682921196.31,2092484.2307692308,1703686.2836867112,4647481.384615385
119,0.001,17264754514984.96,1862592.36,514033.0398736572,4138311.06,21651259875958.152,2087671.5,1708146.2037729116,4637561.192307692
120,0.001,18386389166981.12,1920699.48,942129.1695739746,4260464.4,21596703273275.08,2084523.0,1714402.8248877893,4631187.076923077
121,0.001,19670814571888.64,2005307.48,467611.93201660155,4425501.84,21455500577240.617,2077464.7307692308,1711788.8441983736,4616233.538461538
122,0.001,18367509010841.6,1914127.83,539427.2851123047,4268264.52,21363392532164.92,2072658.0576923077,1712359.7131535457,4606248.384615385
123,0.001,17445349501173.76,1874231.57,100457.98360107421,4166741.8,21302669173366.152,2069510.076923077,1715478.028660701,4599399.038461538
124,0.001,18382865364418.56,1917461.24,489162.8905877686,4268171.48,21290450359217.23,2068743.0,1722337.2528639573,4597479.384615385
125,0.001,18079405624524.8,1903235.31,531690.2555950928,4227470.82,21222334862257.23,2064520.25,1726351.7775127704,4589739.038461538
126,0.001,18401649219338.24,1915439.67,170092.33810302734,4274979.44,21159985565380.92,2061217.6923076923,1727390.2327223558,4582872.423076923
127,0.001,17678376307261.44,1877528.86,205539.20658752442,4181749.9,21104324247552.0,2058098.75,1730199.9237389197,4576542.346153846
128,0.001,18119168884736.0,1915979.02,203000.51637939454,4233927.38,21062134550212.92,2055876.2692307692,1733882.843050443,4571579.0
129,0.001,18029917199400.96,1903404.51,518732.2544006348,4225808.02,20991314856408.617,2051898.3076923077,1736654.3355783315,4563551.346153846
130,0.001,17266052819845.12,1867203.14,523076.86023742676,4129752.68,20971440630862.77,2050695.4423076923,1740534.6599074143,4560994.076923077
131,0.001,19111688766750.72,1967643.04,218816.6128314209,4357436.7,20915745597282.46,2047690.076923077,1740994.8702650804,4554835.923076923
132,0.001,18027022961868.8,1901321.22,899104.1816442871,4218999.1,20837397611756.31,2043320.7307692308,1741228.780456543,4546177.461538462
133,0.001,19783897285918.72,1987198.49,875310.82428833,4431261.58,20709305664748.31,2036770.1153846155,1735253.8389939528,4532556.230769231
134,0.001,18400499728384.0,1914185.67,991471.1280615234,4250417.18,20567832758744.617,2029306.0384615385,1730640.0255220854,4517258.153846154
135,0.001,18785663755223.04,1949787.96,938216.1926074219,4310239.52,20459211254862.77,2023631.9615384615,1725259.276569073,4505629.076923077
136,0.001,18253624597544.96,1899095.33,561249.8927008057,4249163.46,20340214656078.77,2017267.3846153845,1720902.5832754283,4492691.615384615
137,0.001,17922403514449.92,1891859.42,190552.63534545898,4222461.88,20289499713220.92,2014939.423076923,1720928.4534348708,4486982.769230769
138,0.001,18246349745029.12,1917936.83,886247.9757446289,4251890.68,20233893566621.54,2011545.6153846155,1721721.1556983362,4480647.423076923
139,0.001,18402011103887.36,1920358.7,741835.9437805176,4265084.78,20153567160162.46,2007134.0961538462,1720244.3766902043,4471702.576923077
140,0.001,18868904667381.76,1937090.82,586823.0636889648,4331500.26,20028299108982.152,2000392.423076923,1716713.0603637695,4457814.846153846
141,0.001,17089912771706.88,1846987.51,171975.6216418457,4126310.08,19924127761644.31,1994596.4615384615,1715434.689666748,4446050.807692308
142,0.001,16252581634375.68,1818093.71,519552.7103375244,4014951.26,19950086793058.46,1995483.6923076923,1723654.8302377553,4448235.230769231
143,0.001,18788521418424.32,1959019.31,942066.6508734131,4313245.38,19931762040201.848,1994530.1923076923,1726852.8011873686,4445825.307692308
144,0.001,17099450535116.8,1850589.23,139092.1761633301,4123443.46,19913682331490.46,1993520.0384615385,1727582.0741905798,4443687.384615385
145,0.001,18302116120494.08,1909187.02,634678.6254492188,4255754.06,19875912462651.08,1991291.6923076923,1728457.0586148775,4439284.230769231
146,0.001,17470838873784.32,1887074.38,595494.9775335693,4157959.58,19847916290048.0,1989573.5,1728931.2693833571,4436029.423076923
147,0.001,18092675731292.16,1901408.25,543656.7897271728,4232005.66,19839720297393.23,1988937.8076923077,1730844.7509859526,4434905.423076923
148,0.001,18033905730846.72,1902802.09,966888.9124804687,4219961.64,19834165103064.617,1988531.6153846155,1730758.454460731,4434273.192307692
149,0.001,19631610831831.04,1985478.29,873496.1253424073,4412404.58,19753708350542.77,1984509.1538461538,1724222.5815781814,4425667.692307692
150,0.001,18132919323197.44,1900276.77,132779.4387573242,4247709.32,19649554587017.848,1978834.673076923,1718905.0648310734,4414178.576923077
151,0.001,18167737834536.96,1901017.75,957628.6212219239,4233711.96,19584872611840.0,1975202.3461538462,1718610.483001709,4406727.153846154
152,0.001,17741527761551.36,1878267.85,925329.89387146,4192419.56,19510804590907.08,1971203.423076923,1716978.9067617564,4398290.423076923
153,0.001,17966598895697.92,1897404.82,518221.08596069337,4223699.78,19415086701961.848,1965977.8076923077,1714698.0753032977,4387364.769230769
154,0.001,17475265206681.6,1885220.57,250060.12854919434,4169035.84,19384325837745.23,1964363.3846153845,1713886.5282099796,4383854.153846154
155,0.001,19103912191590.4,1958133.75,963198.272131958,4345233.98,19319880840743.383,1960678.826923077,1712574.0527555025,4376445.730769231
156,0.001,19494845903011.84,1979184.46,916616.1614172363,4398777.58,19241055672477.54,1956748.7692307692,1707437.7785527157,4367694.692307692
157,0.001,18311077418762.24,1910104.04,743324.1285693359,4263423.1,19111505882190.77,1949751.2307692308,1700931.3059175932,4353056.230769231
158,0.001,17575185523671.04,1869856.82,586800.1842028808,4173198.46,19062275884268.31,1947164.2115384615,1699571.781207745,4347368.538461538
159,0.001,17624629656944.64,1883125.92,538391.7310656739,4187760.16,18996486451515.08,1943465.7307692308,1698448.2223064716,4339678.538461538
160,0.001,18197114236436.48,1904790.82,543257.546843872,4257819.42,18943949890166.152,1940385.673076923,1698894.747713529,4333395.923076923
161,0.001,18233915311390.72,1917993.73,951490.8062658692,4250058.82,18915083883441.23,1938693.7884615385,1700280.6885962854,4329831.153846154
162,0.001,18164555783864.32,1909415.97,582519.9885076904,4245797.88,18837424409048.617,1934396.1538461538,1696183.8149155837,4320955.5
163,0.001,17708607508316.16,1886791.51,113555.02060791016,4194761.58,18813732398946.46,1932964.8076923077,1696810.9287484975,4318066.846153846
164,0.001,18069945371852.8,1913151.07,498241.5828204346,4238416.62,18857105535291.08,1935314.6538461538,1699793.2325580304,4322974.653846154
165,0.001,18480487370588.16,1927999.22,908897.3730853271,4282600.74,18874757586313.848,1936320.5,1701257.798215426,4324947.923076923
166,0.001,18523280344350.72,1937929.08,495643.30972961424,4293355.72,18809011387155.69,1932830.5384615385,1697650.9410118689,4317436.346153846
167,0.001,16731064898682.88,1826004.63,547888.1933642578,4076931.36,18817093165686.152,1933361.5,1699966.2645662748,4318185.307692308
168,0.001,18102254095564.8,1912300.17,897583.9496343994,4235069.44,18776493432201.848,1930828.7692307692,1701466.1801875187,4313179.576923077
169,0.001,17535954688409.6,1876181.49,526539.685994873,4172349.98,18744947587859.69,1929043.1346153845,1701717.2956496018,4309373.961538462
170,0.001,17633314047262.72,1868923.3,877208.6982421875,4180701.98,18768790915544.617,1930468.8653846155,1702944.7373539852,4312120.5
171,0.001,17827771795374.08,1887946.6,554773.2829486084,4209166.3,18779582859736.617,1931119.0384615385,1703473.717376709,4313368.076923077
172,0.001,17652045892812.8,1889533.95,574336.6991210937,4187106.36,18747178634948.92,1929454.0384615385,1704093.2861844576,4309422.192307692
173,0.001,17360910276362.24,1860562.75,528080.1416418457,4149981.42,18748115255296.0,1929361.3076923077,1706760.1543931228,4309275.115384615
174,0.001,17632028828631.04,1881928.98,591675.7761010742,4183974.66,18741289993452.31,1928928.0576923077,1707956.3656076284,4308338.0
175,0.001,18009555279544.32,1896898.13,772010.4493579102,4226847.46,18691069817147.08,1926201.3076923077,1707893.3111149715,4302306.807692308
176,0.001,17632271091630.08,1885006.95,348302.9924151611,4183930.98,18722262855995.08,1927946.3846153845,1708676.2834942157,4305984.923076923
177,0.001,17387776806748.16,1871752.97,199685.5085205078,4158616.12,18728040025796.92,1928147.5576923077,1710375.4202293982,4306513.692307692
178,0.001,16869785631457.28,1843017.99,123892.94002197265,4097631.9,18772756952615.383,1930447.5,1714450.179511437,4311479.192307692
179,0.001,18110984958771.2,1911322.7,146723.05591674804,4245262.64,18799091212918.152,1931820.7307692308,1716857.0217566858,4314396.653846154
180,0.001,17925284162437.12,1894407.78,949219.2888916016,4210641.36,18805326529772.31,1932031.6153846155,1718415.538325383,4314986.923076923
181,0.001,18554444106956.8,1936910.14,484122.61798217776,4297162.54,18717991441329.23,1927416.6923076923,1712970.5901864858,4305055.423076923
182,0.001,19151563847106.56,1975923.25,627883.2965740967,4365259.44,18667177125730.46,1924852.8461538462,1708837.7014089732,4299355.269230769
183,0.001,17742953405480.96,1898044.83,528978.118626709,4200724.22,18626961171062.152,1922822.0,1706096.1204458384,4294781.846153846
184,0.001,17428540492349.44,1864544.34,913302.3709259033,4154091.06,18596206436982.152,1921002.576923077,1706267.828315148,4291052.423076923
185,0.001,18652668163522.56,1937281.07,262720.9289459229,4311447.52,18560225116160.0,1919287.6538461538,1703612.0815054087,4286965.269230769
186,0.001,17765083140587.52,1870320.03,562811.6901123046,4201876.1,18551535324868.92,1918615.326923077,1702762.3764413686,4286002.230769231
187,0.001,17268723584860.16,1866310.32,553676.2412957763,4138754.06,18559160892179.69,1918985.5961538462,1704927.242025522,4286713.076923077
188,0.001,17933998583971.84,1904117.59,291423.6254296875,4224324.16,18487913540686.77,1915107.576923077,1702553.193540133,4278309.653846154
189,0.001,18053894693191.68,1912820.1,900425.5899566651,4232318.3,18459255152009.848,1913501.8076923077,1702675.8373859113,4274817.038461538
190,0.001,18619824498278.4,1933554.88,521191.3681292725,4301285.22,18374045930417.23,1908999.8846153845,1697891.9910348745,4264909.384615385
191,0.001,17548171018240.0,1890157.97,540822.5611987305,4177642.16,18316814329698.46,1906063.4615384615,1694572.8182983398,4258241.807692308
192,0.001,17990329680527.36,1893982.09,494903.4472088623,4226435.68,18256526694557.54,1902576.4423076923,1692532.469329834,4251054.923076923
193,0.001,17482481338941.44,1881062.17,610563.3849359131,4164256.64,18286240757287.383,1904232.0,1694653.7962059607,4254493.461538462
194,0.001,18292712658698.24,1920913.26,921468.6934783936,4259423.42,18291309734990.77,1904625.7692307692,1694957.9805908203,4255088.115384615
195,0.001,17624370868387.84,1875872.4,199462.8166711426,4189209.08,18208960383448.617,1900195.7692307692,1691333.7163015513,4245335.346153846
196,0.001,17337415714734.08,1860689.55,542179.1548162842,4146898.64,18248410232359.383,1902303.1538461538,1694445.055100661,4249881.461538462
197,0.001,18277952651264.0,1908195.56,515776.9832537842,4261115.2,18268987003825.23,1903368.5576923077,1694694.0179161658,4252384.038461538
198,0.001,17859788176097.28,1901758.59,154640.49832458497,4214589.02,18287190928462.77,1904502.1923076923,1694970.0569575382,4254592.076923077
199,0.001,18228706489139.2,1913640.83,906125.1497314454,4254291.54,18246313080359.383,1902211.25,1693510.636685885,4249725.653846154
200,0.001,17546734217461.76,1882352.42,714395.5050701904,4176654.16,18189365885715.69,1899182.2692307692,1691686.1089970516,4242910.423076923
201,0.001,17646978166947.84,1881014.67,484242.17357177736,4190027.14,18138780643643.08,1896186.2884615385,1690526.0406611515,4236797.423076923
202,0.001,18030564883824.64,1896348.37,526424.5005273437,4228545.7,18139047465905.23,1896102.1153846155,1691314.988119272,4236757.5
203,0.001,17796083660881.92,1887806.36,927539.1871417236,4200765.6,18123435782459.08,1895227.4807692308,1690419.439054049,4234921.576923077
204,0.001,17380708313989.12,1868584.59,521735.1488720703,4154409.14,18089837955544.617,1893529.6538461538,1689250.9731633114,4230886.153846154
