epoch,learning_rate,grad_norm,epochs_without_improvement,supervised_loss,velocity_consistency_loss,wave_residual_loss,thermal_residual_loss,normalized_supervised_loss,normalized_velocity_consistency_loss,normalized_wave_residual_loss,normalized_thermal_residual_loss,total_loss,val_supervised_loss,val_velocity_consistency_loss,val_wave_residual_loss,val_thermal_residual_loss,val_normalized_supervised_loss,val_normalized_velocity_consistency_loss,val_normalized_wave_residual_loss,val_normalized_thermal_residual_loss,val_total_loss,best_metric,best_so_far
1.0,0.0005,139.5212254524231,0.0,1.0226293876767159,99.04634428024292,953094317277184.0,1.0440865209366086e+19,1.1032369136810303,0.9776435159146786,18.590680204331875,14.966177955269814,3.9550247713923454,1.0040969252586365,101.57268524169922,64527234236416.0,1.0466678619945042e+18,1.0832436680793762,1.002579927444458,1.2586426138877869,1.5003179907798767,1.53476881980896,1.53476881980896,1.53476881980896
2.0,0.0005,29.49788874387741,0.0,1.0077773407101631,99.04602813720703,84517850710016.0,4.2028088190776115e+17,1.0872141793370247,0.9776404052972794,1.6485716793686152,0.6024403339251876,1.5266034677624702,0.9866681098937988,101.57247924804688,35288548114432.0,5.956865377488077e+17,1.0644410252571106,1.0025778710842133,0.6883244216442108,0.8538708686828613,1.4266114830970764,1.4266114830970764,1.4266114830970764
3.0,0.0005,20.471635460853577,0.0,0.9933771602809429,99.04596853256226,38139819655168.0,2.097589909496791e+17,1.0716789364814758,0.9776398092508316,0.7439402053132653,0.3006733930669725,1.4055165797472,0.974206954240799,101.57246398925781,29866367909888.0,1.060190128439296e+17,1.0509976148605347,1.0025777518749237,0.5825615227222443,0.15197010338306427,1.3674967288970947,1.3674967288970947,1.3674967288970947
4.0,0.0005,15.604759275913239,0.0,0.9818360432982445,99.0458345413208,20591101673472.0,1.8030591368337818e+17,1.059228103607893,0.9776384830474854,0.40164186665788293,0.2584546669386327,1.3567246422171593,0.964354544878006,101.57242965698242,15568315351040.0,1.0773108129739571e+17,1.0403686165809631,1.002577394247055,0.30366939306259155,0.15442422777414322,1.3291010856628418,1.3291010856628418,1.3291010856628418
5.0,0.0005,14.843297645449638,1.0,0.9694834090769291,99.04546880722046,15658415718400.0,2.6555163591101645e+17,1.0459017679095268,0.977634884417057,0.3054268495179713,0.3806478593032807,1.3398855701088905,0.9483286440372467,101.57229232788086,17119570296832.0,5.2238522426117325e+17,1.023079514503479,1.0025760531425476,0.33392755687236786,0.748799055814743,1.344556212425232,1.344556212425232,1.3291010856628418
6.0,0.0005,19.66944772005081,0.0,0.9564726687967777,99.04509401321411,14784495697920.0,4.2653859986590925e+17,1.031865481287241,0.9776311814785004,0.2883805097080767,0.6114102965220809,1.3356818482279778,0.9390028715133667,101.57225799560547,9256119042048.0,3.4644391620509696e+17,1.0130186676979065,1.0025757253170013,0.18054618686437607,0.4966007322072983,1.3065472841262817,1.3065472841262817,1.3065472841262817
7.0,0.0005,17.89108219742775,1.0,0.9476924166083336,99.04495620727539,11145353068544.0,4.2186044525143654e+17,1.0223931483924389,0.977629829198122,0.21739683719351888,0.6047045225277543,1.3187755271792412,0.9302152991294861,101.57220077514648,20770712453120.0,1.82409408544768e+17,1.0035383999347687,1.002575159072876,0.4051452875137329,0.26146987080574036,1.3077701926231384,1.3077701926231384,1.3065472841262817
8.0,0.0005,16.14674139022827,0.0,0.93896209821105,99.04484176635742,7152612835328.0,3.841058970869432e+17,1.0129746608436108,0.9776286892592907,0.1395160285755992,0.5505862915888429,1.2988627254962921,0.9213460087776184,101.57218933105469,7160770854912.0,1.8547500158183014e+17,0.9939700067043304,1.0025750398635864,0.13967516273260117,0.26586414873600006,1.271874487400055,1.271874487400055,1.271874487400055
9.0,0.0005,14.513360500335693,1.0,0.9303584881126881,99.04473638534546,4320490029056.0,3.698920786304696e+17,1.003692876547575,0.9776276499032974,0.08427376509644091,0.5302118640393019,1.2830377370119095,0.912164956331253,101.57216262817383,5005752401920.0,3.835183831418143e+17,0.9840652644634247,1.0025748014450073,0.09764022380113602,0.5497441291809082,1.2719601392745972,1.2719601392745972,1.271874487400055
10.0,0.0005,13.250720918178558,0.0,0.9212719462811947,99.04471445083618,3932142321664.0,3.387833116042199e+17,0.9938901178538799,0.9776274338364601,0.07669880893081427,0.4856198411434889,1.2702478244900703,0.9026956856250763,101.57216262817383,3917509427200.0,2.5161298822456934e+17,0.9738495945930481,1.0025748014450073,0.07641338557004929,0.3606678694486618,1.250167965888977,1.250167965888977,1.250167965888977
11.0,0.0005,12.357775151729584,0.0,0.9114219434559345,99.04465675354004,4019140362240.0,3.166298488166154e+17,0.9832636937499046,0.9776268601417542,0.0783957582898438,0.45386455580592155,1.258203200995922,0.8923650979995728,101.5721206665039,5068214239232.0,2.2875613434793165e+17,0.9627046883106232,1.0025743544101715,0.09885857626795769,0.3279043287038803,1.2396293878555298,1.2396293878555298,1.2396293878555298
12.0,0.0005,11.749348938465118,0.0,0.900810956954956,99.04458665847778,5263620276224.0,2.8519072042215014e+17,0.9718162938952446,0.9776261746883392,0.10267009073868394,0.40879897959530354,1.2469298094511032,0.8816324770450592,101.57209014892578,6786628190208.0,2.801626666332324e+17,0.9511261284351349,1.00257408618927,0.1323772743344307,0.4015916585922241,1.235086977481842,1.235086977481842,1.235086977481842
13.0,0.0005,11.010084867477417,0.0,0.8895346522331238,99.04450035095215,7805650927616.0,2.295136162550907e+17,0.9596511572599411,0.9776253290474415,0.15225393185392022,0.32899012695997953,1.2357323840260506,0.8701216280460358,101.57204818725586,11418869956608.0,1.517085356363612e+17,0.9387079179286957,1.0025736391544342,0.22273194789886475,0.21746252477169037,1.2224976420402527,1.2224976420402527,1.2224976420402527
14.0,0.0005,9.687572240829468,0.0,0.8771001659333706,99.04438257217407,11924127285248.0,1.1324910441857024e+17,0.9462365470826626,0.9776241593062878,0.23258729744702578,0.16233388660475612,1.2220180183649063,0.857180655002594,101.57198333740234,14985160818688.0,7.221823440473293e+16,0.9247469007968903,1.002573013305664,0.29229460656642914,0.10351928696036339,1.209795594215393,1.209795594215393,1.209795594215393
15.0,0.0005,8.434207651764154,0.0,0.8620244301855564,99.0442762374878,13594677903360.0,8.317990416154624e+16,0.9299724735319614,0.977623101323843,0.2651723977178335,0.11923200008459389,1.2068571001291275,0.8389693200588226,101.57186126708984,16414423384064.0,6.542433058186854e+16,0.9051000773906708,1.0025718212127686,0.3201732337474823,0.0937807485461235,1.1924493908882141,1.1924493908882141,1.1924493908882141
16.0,0.0005,12.660068958997726,0.0,0.841856237500906,99.04398965835571,16257753710592.0,3.355427415995187e+17,0.9082145430147648,0.9776202887296677,0.31711729522794485,0.4809747361578047,1.2083800807595253,0.8231343626976013,101.57181167602539,4923449147392.0,1.495970352243671e+17,0.888016939163208,1.0025712847709656,0.09603484347462654,0.21443584561347961,1.1589850783348083,1.1589850783348083,1.1589850783348083
17.0,0.0005,20.379280865192413,1.0,0.8318236842751503,99.043860912323,21676834455552.0,7.391452338994545e+17,0.8973911926150322,0.977619007229805,0.4228197429329157,1.059507891535759,1.2370532900094986,0.8186570107936859,101.5717658996582,17798509101056.0,4.786564098739405e+17,0.8831866681575775,1.0025708973407745,0.3471706509590149,0.6861172020435333,1.2028523087501526,1.2028523087501526,1.1589850783348083
18.0,0.0005,8.650540173053741,0.0,0.826235793530941,99.04381704330444,9986879160320.0,1.5063526652719923e+17,0.8913628496229649,0.9776185899972916,0.19480010587722063,0.21592407720163465,1.166043721139431,0.8091157674789429,101.57172393798828,7443446497280.0,1.895789029627003e+17,0.872893363237381,1.0025704503059387,0.14518891274929047,0.27174678444862366,1.1516421437263489,1.1516421437263489,1.1516421437263489
19.0,0.0005,11.584158718585968,0.0,0.8139059282839298,99.04369401931763,9141099790336.0,2.997925325339361e+17,0.8780610896646976,0.9776173681020737,0.1783026671037078,0.42972955806180835,1.1617821753025055,0.7973330318927765,101.57169723510742,10489424248832.0,4.403156018947686e+16,0.8601818382740021,1.0025702118873596,0.20460255444049835,0.06311585754156113,1.1344404220581055,1.1344404220581055,1.1344404220581055
20.0,0.0005,14.972793698310852,0.0,0.8052945286035538,99.04367446899414,16422007439360.0,3.7384543067019674e+17,0.8687709011137486,0.9776171632111073,0.32032116409391165,0.5358786918222904,1.1720012351870537,0.7934876978397369,101.57170104980469,5878203547648.0,1.0037228619589222e+17,0.8560334146022797,1.002570241689682,0.11465790867805481,0.14387595653533936,1.1253355741500854,1.1253355741500854,1.1253355741500854
21.0,0.0005,13.710055649280548,1.0,0.800914853811264,99.04368352890015,4810259562496.0,3.733864178515968e+17,0.8640460073947906,0.9776172637939453,0.09382701548747718,0.5352207301184535,1.1445940881967545,0.7888554036617279,101.57168197631836,3736259788800.0,4.019417999768289e+17,0.8510359823703766,1.002570003271103,0.07287799939513206,0.5761526823043823,1.137773871421814,1.137773871421814,1.1253355741500854
22.0,0.0005,12.653298944234848,2.0,0.7959494926035404,99.04363822937012,3219158892544.0,3.632120623079096e+17,0.8586892634630203,0.9776168167591095,0.06279163644649088,0.5206365743651986,1.1354044079780579,0.7832387685775757,101.57165908813477,3133454680064.0,5.79218636703531e+17,0.8449766337871552,1.0025698244571686,0.0611199252307415,0.8302653729915619,1.1432443857192993,1.1432443857192993,1.1253355741500854
23.0,0.0005,12.111989498138428,3.0,0.7898324467241764,99.04357719421387,3129653870592.0,3.627468212498596e+17,0.8520900458097458,0.9776162058115005,0.06104578706435859,0.5199696887284517,1.1285971626639366,0.7771291732788086,101.57165145874023,3990976462848.0,5.010677210231603e+17,0.8383854329586029,1.0025697350502014,0.07784640416502953,0.7182420492172241,1.132724642753601,1.132724642753601,1.1253355741500854
24.0,0.0005,11.780253112316132,0.0,0.7835202664136887,99.04352617263794,3654257426432.0,3.2577949495669555e+17,0.8452803082764149,0.9776157066226006,0.07127849664539099,0.4669798705726862,1.1201610714197159,0.7714947164058685,101.5716552734375,4842321870848.0,4.056606231798743e+17,0.8323068618774414,1.0025697648525238,0.09445241093635559,0.5814833343029022,1.121468722820282,1.121468722820282,1.121468722820282
